Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
14.6,195503057,15,13033537.1,13031129.0,13019955,13050003,9291.3,"gpu_compute_hydrostatic_free_surface_Gu_(CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>>, OffsetArray<Float64, (int)3, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>, ImmersedBoundaryGrid<OffsetArray, Periodic, RightCenterFolded, Bounded, OrthogonalSphericalShellGrid<OffsetArray, ImmersedBoundaryGrid, Periodic, RightCenterFolded, StaticVerticalDiscretization<CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>><OffsetArray, (int)1, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>>, Tripolar<OneTo, OneTo, OneTo, Periodic>, CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>><OffsetArray, (int)2, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, void, OffsetArray, void>, PartialCellBottom<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray>, void, void, void>, VectorInvariant<(int)5, OffsetArray, ExplicitTimeDiscretization, WENO<(int)5, OffsetArray, BackendOptimizedDivision, VectorInvariant, void, ExplicitTimeDiscretization<(int)4, OffsetArray, WENO, VectorInvariant, void, ExplicitTimeDiscretization<(int)3, OffsetArray, WENO, VectorInvariant, void, ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>>, UpwindBiased<(int)3, OffsetArray, VectorInvariant, ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>>>, UpwindBiased<(int)4, OffsetArray, VectorInvariant, ExplicitTimeDiscretization<(int)3, OffsetArray, WENO, VectorInvariant, void, ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>>>>, VelocityStencil, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>, OnlySelfUpwinding<ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>, FunctionStencil<divergence_smoothness>, divergence_smoothness, OnlySelfUpwinding<u_smoothness>, OnlySelfUpwinding<v_smoothness>>, (bool)0>, SphericalCoriolis<EnstrophyConserving<OffsetArray>, OffsetArray, HydrostaticFormulation>, CATKEVerticalDiffusivity<VerticallyImplicitTimeDiscretization, CATKEMixingLength<OffsetArray>, OffsetArray, void, CATKEEquation<OffsetArray>>, BoundaryCondition<Flux<VectorInvariant>, void>, NamedTuple<__u___v___w_, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>, SplitExplicitFreeSurface<ExtendedHalos, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, BoundaryCondition<Flux<VectorInvariant>, void><__U___V_, CartesianIndices<Field<Face, Center, void, void, void, void, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray, void, void, void>, SplitExplicitFreeSurface<__U___V_, ExtendedHalos, void, void, void, void, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray, void, void, void>>>, BoundaryCondition<Flux<VectorInvariant>, void><_______U____V__________, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, Field, Face, Field, Face>>, OffsetArray, void, FixedSubstepNumber<OffsetArray, CartesianIndices<OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray>>, ForwardBackwardScheme>, BoundaryCondition<Flux<VectorInvariant>, void><__T___S___e_, NamedTuple>, BuoyancyForce<SeawaterBuoyancy<OffsetArray, BoussinesqEquationOfState<TEOS10SeawaterPolynomial<OffsetArray>, OffsetArray>, void, void>, NegativeZDirection, void>, CATKEClosureFields<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, SplitExplicitFreeSurface<__U___V_, __U___V_, void, void, void, void, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray, void, void, void>, BoundaryCondition<Flux<VectorInvariant>, void><__u___v_, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>, CartesianIndices<OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray>, BoundaryCondition<Flux<VectorInvariant>, void><__T___S___e_, CartesianIndices<ZeroField<OneTo, (int)3>, CATKEClosureFields, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, BoundaryCondition<Flux<VectorInvariant>, void><__, CartesianIndices<>>, ZCoordinate, BoundaryCondition<Flux<VectorInvariant>, void><__time___last__t___last_stage__t___iteration___stage_, CartesianIndices<OffsetArray, OffsetArray, OffsetArray, OneTo, OneTo>>, Returns<OffsetArray>)"
14.4,193144209,15,12876280.6,12847822.0,12832718,13078004,81714.9,"gpu_compute_hydrostatic_free_surface_Gv_(CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>>, OffsetArray<Float64, (int)3, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>, ImmersedBoundaryGrid<OffsetArray, Periodic, RightCenterFolded, Bounded, OrthogonalSphericalShellGrid<OffsetArray, ImmersedBoundaryGrid, Periodic, RightCenterFolded, StaticVerticalDiscretization<CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>><OffsetArray, (int)1, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>>, Tripolar<OneTo, OneTo, OneTo, Periodic>, CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>><OffsetArray, (int)2, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, void, OffsetArray, void>, PartialCellBottom<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray>, void, void, void>, VectorInvariant<(int)5, OffsetArray, ExplicitTimeDiscretization, WENO<(int)5, OffsetArray, BackendOptimizedDivision, VectorInvariant, void, ExplicitTimeDiscretization<(int)4, OffsetArray, WENO, VectorInvariant, void, ExplicitTimeDiscretization<(int)3, OffsetArray, WENO, VectorInvariant, void, ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>>, UpwindBiased<(int)3, OffsetArray, VectorInvariant, ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>>>, UpwindBiased<(int)4, OffsetArray, VectorInvariant, ExplicitTimeDiscretization<(int)3, OffsetArray, WENO, VectorInvariant, void, ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>>>>, VelocityStencil, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>, UpwindBiased<(int)2, OffsetArray, VectorInvariant, Centered>, OnlySelfUpwinding<ExplicitTimeDiscretization<(int)2, OffsetArray, WENO, VectorInvariant, void, UpwindBiased<(int)1, OffsetArray, VectorInvariant, void, Centered<(int)1, OffsetArray, VectorInvariant, void>>, Centered>, FunctionStencil<divergence_smoothness>, divergence_smoothness, OnlySelfUpwinding<u_smoothness>, OnlySelfUpwinding<v_smoothness>>, (bool)0>, SphericalCoriolis<EnstrophyConserving<OffsetArray>, OffsetArray, HydrostaticFormulation>, CATKEVerticalDiffusivity<VerticallyImplicitTimeDiscretization, CATKEMixingLength<OffsetArray>, OffsetArray, void, CATKEEquation<OffsetArray>>, BoundaryCondition<Flux<VectorInvariant>, void>, NamedTuple<__u___v___w_, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>, SplitExplicitFreeSurface<ExtendedHalos, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, BoundaryCondition<Flux<VectorInvariant>, void><__U___V_, CartesianIndices<Field<Face, Center, void, void, void, void, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray, void, void, void>, SplitExplicitFreeSurface<__U___V_, ExtendedHalos, void, void, void, void, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray, void, void, void>>>, BoundaryCondition<Flux<VectorInvariant>, void><_______U____V__________, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, Field, Face, Field, Face>>, OffsetArray, void, FixedSubstepNumber<OffsetArray, CartesianIndices<OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray>>, ForwardBackwardScheme>, BoundaryCondition<Flux<VectorInvariant>, void><__T___S___e_, NamedTuple>, BuoyancyForce<SeawaterBuoyancy<OffsetArray, BoussinesqEquationOfState<TEOS10SeawaterPolynomial<OffsetArray>, OffsetArray>, void, void>, NegativeZDirection, void>, CATKEClosureFields<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, SplitExplicitFreeSurface<__U___V_, __U___V_, void, void, void, void, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray, void, void, void>, BoundaryCondition<Flux<VectorInvariant>, void><__u___v_, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>, CartesianIndices<OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray, OffsetArray>, BoundaryCondition<Flux<VectorInvariant>, void><__T___S___e_, CartesianIndices<ZeroField<OneTo, (int)3>, CATKEClosureFields, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, BoundaryCondition<Flux<VectorInvariant>, void><__, CartesianIndices<>>, ZCoordinate, BoundaryCondition<Flux<VectorInvariant>, void><__time___last__t___last_stage__t___iteration___stage_, CartesianIndices<OffsetArray, OffsetArray, OffsetArray, OneTo, OneTo>>, Returns<OffsetArray>)"
12.0,160698242,15,10713216.1,10668630.0,10629333,10934752,106730.3,"gpu_compute_CATKE_closure_fields_(CompilerMetadata<OffsetStaticSize<_0_361__0_181__1_50_>, DynamicCheck, void, void, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>>, CATKEClosureFields<OffsetArray<Float64, (int)3, CuDeviceArray<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)3, (int)1>>, OffsetArray, Field<Center, CuDeviceArray, void, void, void, void, OffsetArray, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, void, void, void>, NamedTuple<__u___v_, StaticSize<_23__12__50_><OffsetArray, OffsetArray>>, OffsetArray<Float64, (int)3, CuDeviceArray<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)3, (int)1>><__T___S___e_, StaticSize<_23__12__50_><OffsetArray, OffsetArray, OffsetArray>>, OffsetArray<Float64, (int)3, CuDeviceArray<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)3, (int)1>><__T___S___e_, StaticSize<_23__12__50_><ZeroField<_16__16__1_, (int)3>, StaticSize<_23__12__50_><OffsetArray, OffsetArray>, OffsetArray>>>, ImmersedBoundaryGrid<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, Periodic, RightCenterFolded, Bounded, OrthogonalSphericalShellGrid<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, __T___S___e_, ZeroField, ZeroField<_16__16__1_, (int)3>, StaticVerticalDiscretization<OffsetStaticSize<__1___1__0_><NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)1, CompilerMetadata<OffsetStaticSize<_0_361__0_181__1_50_>, DynamicCheck, void, void, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>><NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)1, (int)1>>, ImmersedBoundaryGrid, ImmersedBoundaryGrid, ImmersedBoundaryGrid>, Tripolar<_16__16__1_, _16__16__1_, _16__16__1_, ZeroField>, OffsetStaticSize<__1___1__0_><NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)2, CompilerMetadata<OffsetStaticSize<_0_361__0_181__1_50_>, DynamicCheck, void, void, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>><NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)2, (int)1>>, StaticVerticalDiscretization, StaticVerticalDiscretization, StaticVerticalDiscretization, void, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, void>, PartialCellBottom<OffsetArray, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>>, void, void, void>, CATKEVerticalDiffusivity<VerticallyImplicitTimeDiscretization, CATKEMixingLength<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>>, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, void, CATKEEquation<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>>>, OffsetArray<Float64, (int)3, CuDeviceArray<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, (int)3, (int)1>><__u___v___w_, Field<Center, CuDeviceArray, void, void, void, void, OffsetArray, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, void, void, void>>, NamedTuple, BuoyancyForce<SeawaterBuoyancy<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>, BoussinesqEquationOfState<TEOS10SeawaterPolynomial<NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>>, NDRange<(int)3, StaticSize<_23__12__50_>, NDRange<_16__16__1_>, Tuple<Int64, _16__16__1_, _16__16__1_>, OffsetStaticSize<__1___1__0_>>>, void, void>, NegativeZDirection, void>)"
9.1,121923620,12,10160301.7,10126439.5,10105671,10384910,86669.2,"gpu__rk_substep_turbulent_kinetic_energy_(CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>>, OffsetArray<Float64, (int)3, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, ImmersedBoundaryGrid<OffsetArray, Periodic, RightCenterFolded, Bounded, OrthogonalSphericalShellGrid<OffsetArray, ImmersedBoundaryGrid, Periodic, RightCenterFolded, StaticVerticalDiscretization<CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>><OffsetArray, (int)1, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)1, (int)1>>, Tripolar<OneTo, OneTo, OneTo, Periodic>, CompilerMetadata<DynamicSize, DynamicCheck, void, void, NDRange<(int)1, DynamicSize, StaticSize<_256__>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, IndexMap<CartesianIndices<UInt16, IndexMap, IndexMap>, (int)1, CuDeviceArray<UInt16, (int)1, (int)1>>>><OffsetArray, (int)2, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)2, (int)1>, void, OffsetArray, void>, PartialCellBottom<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray>, void, void, void>, CATKEVerticalDiffusivity<VerticallyImplicitTimeDiscretization, CATKEMixingLength<OffsetArray>, OffsetArray, void, CATKEEquation<OffsetArray>>, NamedTuple<__u___v___w_, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>, CATKEVerticalDiffusivity<VerticallyImplicitTimeDiscretization, CATKEMixingLength<OffsetArray>, OffsetArray, void, CATKEEquation<OffsetArray>><__u___v_, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>, CATKEVerticalDiffusivity<VerticallyImplicitTimeDiscretization, CATKEMixingLength<OffsetArray>, OffsetArray, void, CATKEEquation<OffsetArray>><__T___S___e_, NamedTuple>, BuoyancyForce<SeawaterBuoyancy<OffsetArray, BoussinesqEquationOfState<TEOS10SeawaterPolynomial<OffsetArray>, OffsetArray>, void, void>, NegativeZDirection, void>, CATKEClosureFields<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, Field<Center, NegativeZDirection, void, void, void, void, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, OffsetArray, void, void, void>, NamedTuple<__u___v___w_, CartesianIndices<CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>, __u___v_, CATKEVerticalDiffusivity<VerticallyImplicitTimeDiscretization, CATKEMixingLength<OffsetArray>, OffsetArray, void, CATKEEquation<OffsetArray>><__T___S___e_, CartesianIndices<ZeroField<OneTo, (int)3>, Field, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>>>>, OffsetArray, CartesianIndices<UInt16, IndexMap, IndexMap><OffsetArray, (int)3, (int)1>)"
